video_name,frame_idx,original_track_id,track_id,track_id_source,class_id,class_name,x1,y1,x2,y2,cx,cy,dx,dy,dframes,velocity,direction,acceleration,jerk,direction_change,rolling_dx,rolling_dy,traj_direction,curvature
-6SQSDj8cYU_00,437,,-20,synthetic,0,vehicle,985.0,62.0,1055.0,109.0,1020.0,85.5,-2.7999999999999545,0.0,1.0,2.7999999999999545,3.141592653589793,-0.007133769523639977,-0.21426753904709805,-0.0713074647852923,1.0,-1.3363636363636366,-0.9283845421894745,0.07049047295721123
-6SQSDj8cYU_00,438,,-20,synthetic,0,vehicle,978.0,61.0,1055.0,109.0,1016.5,85.0,-2.7999999999999545,0.20000000000000284,1.0,2.8071337695235945,3.0702851888045006,0.007133769523639977,0.014267539047279953,-0.0713074647852925,0.6833333333333371,-1.2083333333333333,-1.05611779265366,0.07130746478529236
-6SQSDj8cYU_00,439,,-20,synthetic,0,vehicle,973.0,62.0,1055.0,109.0,1014.0,85.5,-2.7000000000000455,0.5,1.0,2.745906043549241,2.958481836327312,-0.061227725974353664,-0.06836149549799364,-0.11180335247718845,0.4230769230769231,-1.0769230769230769,-1.1964627107873127,0.08480609401592443
-6SQSDj8cYU_00,440,,-20,synthetic,0,vehicle,967.0,64.0,1055.0,109.0,1011.0,86.5,-3.6000000000000227,0.4000000000000057,1.0,3.62215405525499,3.030935432415897,0.8762480117057492,0.9374757376801028,0.0724535960885846,0.1357142857142841,-0.971428571428571,-1.4319888607122961,0.0851881377836885
-6SQSDj8cYU_00,441,,-20,synthetic,0,vehicle,962.0,66.0,1055.0,109.0,1008.5,87.5,-3.7999999999999545,0.3999999999999915,1.0,3.820994634908514,3.03671571485956,0.19884057965352397,-0.6774074320522252,0.005780282443663242,-0.12666666666666515,-0.8800000000000002,-1.7137538263886156,0.06334574366981209
-6SQSDj8cYU_00,442,,-20,synthetic,0,vehicle,955.0,66.0,1049.0,109.0,1002.0,87.5,-4.300000000000068,0.5,1.0,4.328972164382741,3.025833435868984,0.5079775294742266,0.3091369498207026,-0.010882278990576031,-0.38750000000000284,-0.7937500000000002,-2.024950550115051,0.02970538584094129
-6SQSDj8cYU_00,443,,-20,synthetic,0,vehicle,951.0,66.0,1044.0,108.0,997.5,87.0,-5.2999999999999545,0.5,1.0,5.32353266168242,3.047531418961806,0.9945604972996795,0.48658296782545296,0.021697983092821886,-0.6764705882352942,-0.7176470588235295,-2.326667209428529,0.012786848175687052
-6SQSDj8cYU_00,444,,-20,synthetic,0,vehicle,946.0,67.0,1039.0,109.0,992.5,88.0,-6.100000000000023,3.5,1.0,7.032780389006916,2.620682872741579,1.7092477273244961,0.7146872300248166,-0.42684854622022705,-0.9777777777777791,-0.4833333333333335,-2.6825008217262174,0.15314293610120833
-6SQSDj8cYU_00,445,,-20,synthetic,0,vehicle,938.0,69.0,1031.0,109.0,984.5,89.0,-5.0,3.700000000000003,1.0,6.2201286160335965,2.504522324314109,-0.8126517729733198,-2.521899500297816,-0.11616054842746995,-1.1894736842105276,-0.2631578947368421,-2.9238609145642247,0.18823569258017295
-6SQSDj8cYU_00,446,,-20,synthetic,0,vehicle,928.0,71.0,1028.0,139.0,978.0,105.0,-5.899999999999977,0.4000000000000057,1.0,5.913543776788985,3.073899630895823,-0.30658483924461155,0.5060669337287083,0.569377306581714,-1.425,-0.2299999999999997,-2.981569216035993,0.3707954670764703
-6SQSDj8cYU_00,447,,-20,synthetic,0,vehicle,927.0,72.0,1027.0,140.0,977.0,106.0,-5.5,1.0999999999999943,1.0,5.608921464952062,2.9441970937399136,-0.3046223118369227,0.0019625274076888743,-0.12970253715590954,-1.7,-0.175,-3.0390128011714985,0.2717467973883645
-6SQSDj8cYU_00,448,,-20,synthetic,0,vehicle,920.0,71.0,1016.0,107.0,968.0,89.0,-2.5,1.875,1.0,3.125,2.498091544796509,-2.4839214649520622,-2.1792991531151396,-0.44610554894340476,-2.2125,0.0875,3.1020652299737774,0.3817284642270094
-6SQSDj8cYU_00,449,,-20,synthetic,0,vehicle,915.0,71.0,1015.0,116.0,965.0,93.5,-2.0,-2.2083333333333286,1.0,2.979385190120789,-2.3067299215907546,-0.14561480987921094,2.3383066550728513,1.478363840792323,-2.514999999999998,0.08333333333333356,3.108470245528882,0.6847239756305458
-6SQSDj8cYU_00,394,,-19,synthetic,0,vehicle,1005.0,79.0,1055.0,131.0,1030.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6SQSDj8cYU_00,395,,-19,synthetic,0,vehicle,444.0,79.0,1055.0,139.0,749.5,109.0,22.125,-0.4166666666666714,1.0,22.128923067133456,-0.018830165828456088,0.0,0.0,0.0,11.0625,-0.2083333333333357,-0.018830165828456088,0.0
-6SQSDj8cYU_00,396,,-19,synthetic,0,vehicle,993.0,79.0,1055.0,130.0,1024.0,104.5,12.975000000000023,-0.04999999999999716,1.0,12.975096338756046,-0.003853545472283129,-9.15382672837741,0.0,0.014976620356172957,11.700000000000008,-0.1555555555555562,-0.013294563322269163,0.004992206785390986
-6SQSDj8cYU_00,397,,-19,synthetic,0,vehicle,991.0,78.0,1055.0,131.0,1023.0,104.5,-2.1000000000000227,0.09999999999999432,1.0,2.1023796041628864,3.094009550312813,-10.87271673459316,-1.7188900062157497,3.097863095785096,8.25,-0.09166666666666856,-0.011110653897607702,1.0376132387137564
-6SQSDj8cYU_00,398,,-19,synthetic,0,vehicle,988.0,79.0,1055.0,132.0,1021.5,105.5,53.799999999999955,-0.29999999999999716,1.0,53.80083642472481,-0.005576150383796315,51.69845682056192,62.571173555155085,-3.099585700696609,17.359999999999992,-0.13333333333333428,-0.007680340532865722,2.0708084722792925
-6SQSDj8cYU_00,399,,-19,synthetic,0,vehicle,984.0,79.0,1055.0,132.0,1019.5,105.5,-1.599999999999909,0.7000000000000028,1.0,1.746424919657216,2.7291822119923834,-52.05441150506759,-103.75286832562952,2.7347583623761795,14.200000000000008,0.00555555555555524,0.0003912362867676049,2.9774023862859615
-6SQSDj8cYU_00,400,,-19,synthetic,0,vehicle,982.0,83.0,1055.0,132.0,1018.5,107.5,-1.5,0.7999999999999972,1.0,1.6999999999999986,2.6516353273360664,-0.04642491965721729,52.00798658541037,-0.077546884656317,11.957142857142864,0.11904761904761837,0.009955863799684729,1.9706303159097018
-6SQSDj8cYU_00,401,,-19,synthetic,0,vehicle,977.0,84.0,1055.0,132.0,1016.0,108.0,-1.7000000000000455,0.7999999999999972,1.0,1.8788294228056337,2.7017500707740685,0.17882942280563507,0.22525434246285236,0.05011474343800204,10.25,0.20416666666666572,0.019916065535552533,0.9541399968234995
-6SQSDj8cYU_00,402,,-19,synthetic,0,vehicle,976.0,83.0,1055.0,134.0,1015.5,108.5,-1.3999999999999773,0.7000000000000028,1.0,1.5652475842498337,2.677945044588979,-0.3135818385558,-0.4924112613614351,-0.023805026185089503,8.955555555555557,0.25925925925925875,0.02894146183495219,0.05048888475980284
-6SQSDj8cYU_00,403,,-19,synthetic,0,vehicle,971.0,84.0,1055.0,135.0,1013.0,109.5,-1.6000000000000227,0.4000000000000057,1.0,1.6492422502470878,2.896613990462929,0.08399466599725414,0.39757650455305416,0.21866894587394992,7.9,0.27333333333333343,0.03458535979105539,0.09752957183234716
-6SQSDj8cYU_00,404,,-19,synthetic,0,vehicle,970.0,84.0,1055.0,134.0,1012.5,109.0,-1.3999999999999773,0.29999999999999716,1.0,1.4317821063276124,2.930499320367045,-0.21746014391947543,-0.30145480991672957,0.03388532990411619,7.0545454545454565,0.2757575757575756,0.03906945610315058,0.09211976732105187
-6SQSDj8cYU_00,405,,-19,synthetic,0,vehicle,966.0,84.0,1055.0,135.0,1010.5,109.5,-1.6000000000000227,0.29999999999999716,1.0,1.6278820596099923,2.956244703594103,0.19609995328237995,0.4135600972018554,0.025745383227057765,6.333333333333333,0.2777777777777774,0.04383155772563765,0.09276655300170795
-6SQSDj8cYU_00,406,,-19,synthetic,0,vehicle,963.0,84.0,1055.0,135.0,1009.0,109.5,-1.2999999999999545,0.5,1.0,1.3928388277183694,2.774418819771562,-0.2350432318916229,-0.43114318517400285,-0.18182588382254086,5.74615384615385,0.2948717948717945,0.0512714026451632,0.08048553231790494
-6SQSDj8cYU_00,407,,-19,synthetic,0,vehicle,960.0,85.0,1055.0,135.0,1007.5,110.0,-1.5,0.7000000000000028,1.0,1.655294535724686,2.70496549377625,0.26245570800631657,0.4974989398979395,-0.06945332599531186,5.228571428571432,0.32380952380952366,0.061851788056272144,0.09234153101497017
-6SQSDj8cYU_00,408,,-19,synthetic,0,vehicle,958.0,86.0,1055.0,138.0,1006.5,112.0,-1.2000000000000455,0.5999999999999943,1.0,1.341640786499912,2.677945044589006,-0.31365374922477396,-0.5761094572310905,-0.027020449187244108,4.8,0.3422222222222217,0.07117585986402593,0.09276655300169895
-6SQSDj8cYU_00,409,,-19,synthetic,0,vehicle,955.0,87.0,1055.0,138.0,1005.0,112.5,-1.2999999999999545,0.6000000000000085,1.0,1.4317821063275975,2.7091848780192365,0.09014131982768547,0.40379506905245943,0.031239833430230395,4.418750000000003,0.3583333333333334,0.0809167585047925,0.04257120287092878
-6SQSDj8cYU_00,410,,-19,synthetic,0,vehicle,954.0,87.0,1055.0,138.0,1004.5,112.5,-62.200000000000045,0.5,1.0,62.20200961383809,3.133554241522127,60.77022750751049,60.680086187682804,0.4243693635028905,0.5,0.3666666666666667,0.6327488350021832,0.16087654870678833
-6SQSDj8cYU_00,411,,-19,synthetic,0,vehicle,950.0,87.0,1055.0,138.0,1002.5,112.5,-2.1000000000000227,-0.10000000000000853,1.0,2.102379604162887,-3.0940095503128062,-60.0996300096752,-120.8698575171857,0.05562151534465289,0.3555555555555543,0.34074074074074034,0.7641247773733882,0.17041023742592462
-6SQSDj8cYU_00,412,,-19,synthetic,0,vehicle,346.0,87.0,1047.0,138.0,696.5,112.5,-2.2999999999999545,0.10000000000000853,1.0,2.3021728866442226,3.0981417581982575,0.19979328248133577,60.29942329215654,-0.09103399866852273,0.21578947368421172,0.32807017543859657,0.9889894308332605,0.19034162583868872
-6SQSDj8cYU_00,413,,-19,synthetic,0,vehicle,949.0,88.0,1043.0,135.0,996.0,111.5,-64.89999999999998,0.0,1.0,64.89999999999998,3.141592653589793,62.597827113355756,62.39803383087442,0.04345089539153557,-3.039999999999998,0.3116666666666667,3.0394276693871394,0.06336880313490373
-6SQSDj8cYU_00,414,,-19,synthetic,0,vehicle,944.0,87.0,1043.0,139.0,993.5,113.0,-2.300000000000068,0.19999999999998863,1.0,2.3086792761231063,3.0548543149138156,-62.59132072387687,-125.18914783723262,-0.08673833867597748,-3.155000000000001,0.32166666666666616,3.0399891606536786,0.0737410775786786
-6SQSDj8cYU_00,415,,-19,synthetic,0,vehicle,321.0,87.0,1039.0,138.0,680.0,112.5,-4.5,0.20000000000000284,1.0,4.504442251822083,3.097177438342882,2.195762975698977,64.78708369957585,0.04232312342906618,-4.486250000000001,0.35249999999999987,3.0631803368543875,0.05750411916552641
-6SQSDj8cYU_00,416,,-19,synthetic,0,vehicle,941.0,87.0,1041.0,140.0,991.0,113.5,-1.6000000000000227,0.5,1.0,1.6763054614240427,2.838707785214826,-2.8281367903980406,-5.023899766097017,-0.2584696531280559,-5.215000000000003,0.3799999999999997,3.0688544771495465,0.1291770384110332
-6SQSDj8cYU_00,417,,-19,synthetic,0,vehicle,311.0,88.0,1037.0,139.0,674.0,113.5,-1.3999999999999773,0.20000000000000284,1.0,1.414213562373073,2.999695598985625,-0.26209189905096975,2.5660448913470706,0.1609878137707992,-5.1800000000000015,0.3850000000000001,3.0674047358971706,0.15392686344264042
-6SQSDj8cYU_00,418,,-19,synthetic,0,vehicle,938.0,88.0,1038.0,140.0,988.0,114.0,61.10000000000002,0.29999999999999716,1.0,61.100736493106226,0.004909944177429459,59.686522930733155,59.94861482978413,-2.9947856548081955,-4.814999999999998,0.41499999999999987,3.0556161341704176,1.138081040569017
-6SQSDj8cYU_00,419,,-19,synthetic,0,vehicle,937.0,88.0,1036.0,140.0,986.5,114.0,-1.3999999999999773,0.10000000000000853,1.0,1.403566884761798,3.0702851888044957,-59.697169608344424,-119.38369253907757,3.065375244627066,-4.8050000000000015,0.3850000000000001,3.0616385932679937,2.0737162377353537
-6SQSDj8cYU_00,420,,-19,synthetic,0,vehicle,936.0,88.0,1035.0,140.0,985.5,114.0,61.60000000000002,0.19999999999998863,1.0,61.600324674469064,0.003246741838376467,60.19675778970726,119.89392739805169,-3.0670384469661194,-1.65,0.3549999999999997,2.9296716772702793,3.0423997821337934
-6SQSDj8cYU_00,421,,-19,synthetic,0,vehicle,934.0,88.0,1034.0,140.0,984.0,114.0,-1.3000000000000682,0.30000000000001137,1.0,1.3341664064127023,2.9147938055359104,-60.26615826805636,-120.46291605776362,2.911547063697534,-1.6300000000000012,0.3300000000000004,2.941838607546877,3.0146535850969065
-6SQSDj8cYU_00,422,,-19,synthetic,0,vehicle,932.0,88.0,1032.0,141.0,982.0,114.5,-1.1999999999999318,0.19999999999998863,1.0,1.2165525060595748,2.976443976175166,-0.11761390035312758,60.14854436770323,0.061650170639255826,-1.6199999999999988,0.3049999999999997,2.9554994084088215,2.0134118937676364
-6SQSDj8cYU_00,423,,-19,synthetic,0,vehicle,932.0,89.0,1031.0,142.0,981.5,115.5,-0.7000000000000455,0.15000000000000568,1.0,0.7158910531638633,2.930499320367052,-0.5006614528957115,-0.38304755254258394,-0.04594465580811403,-1.575,0.2924999999999997,2.9579703274205134,1.0063806300483014
-6SQSDj8cYU_00,424,,-19,synthetic,0,vehicle,930.0,88.0,1031.0,142.0,980.5,115.0,-0.6666666666666288,0.25,1.0,0.7120003121097588,2.7828219833192023,-0.003890741054104474,0.49677071184160704,-0.14767733704784994,-1.5383333333333327,0.28999999999999987,2.955263670553688,0.08509072116507327
-6SQSDj8cYU_00,386,,-18,synthetic,0,vehicle,1039.0,93.0,1055.0,120.0,1047.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6SQSDj8cYU_00,359,,-17,synthetic,0,vehicle,817.0,276.0,1055.0,719.0,936.0,497.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6SQSDj8cYU_00,360,,-17,synthetic,0,vehicle,818.0,276.0,1026.0,719.0,922.0,497.5,1.0833333333333712,-0.08333333333331439,1.0,1.086533734200478,-0.07677189126975797,0.0,0.0,0.0,0.5416666666666856,-0.04166666666665719,-0.07677189126975797,0.0
-6SQSDj8cYU_00,361,,-17,synthetic,0,vehicle,816.0,275.0,1055.0,719.0,935.5,497.0,0.0,0.0,1.0,0.0,0.0,-1.086533734200478,0.0,0.07677189126975799,0.36111111111112376,-0.027777777777771462,-0.07677189126975797,0.02559063042325266
-6SQSDj8cYU_00,362,,-17,synthetic,0,vehicle,816.0,275.0,1055.0,719.0,935.5,497.0,-1.25,-0.08333333333331439,1.0,1.252774698197741,-3.0750244898139845,1.252774698197741,2.339308432398219,-3.0750244898139845,-0.04166666666665719,-0.04166666666665719,-2.356194490192345,1.0505987936945809
-6SQSDj8cYU_00,356,,-16,synthetic,0,vehicle,737.0,86.0,867.0,139.0,802.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6SQSDj8cYU_00,357,,-16,synthetic,0,vehicle,730.0,87.0,859.0,140.0,794.5,113.5,-3.2083333333333712,0.3333333333333286,1.0,3.2256028721603545,3.0380679790792513,0.0,0.0,0.0,-1.6041666666666856,0.1666666666666643,3.0380679790792513,0.0
-6SQSDj8cYU_00,358,,-16,synthetic,0,vehicle,717.0,87.0,853.0,140.0,785.0,113.5,-3.625,0.7000000000000028,1.0,3.6919676325775126,2.9508371023945275,0.46636476041715813,0.0,-0.08723087668472386,-2.2777777777777906,0.34444444444444383,2.991510242915653,0.029076958894907953
-6SQSDj8cYU_00,359,,-16,synthetic,0,vehicle,715.0,87.0,847.0,142.0,781.0,114.5,-7.5,0.5999999999999943,1.0,7.523961722390671,3.0617626678775567,3.831994089813158,3.365629329396,0.11092556548302926,-3.583333333333343,0.40833333333333144,3.0281286013077375,0.06605214738925104
-6SQSDj8cYU_00,360,,-16,synthetic,0,vehicle,706.0,88.0,839.0,146.0,772.5,117.0,-7.2000000000000455,0.7999999999999972,1.0,7.244308110509978,3.0309354324158986,-0.2796536118806925,-4.111647701693851,-0.030827235461658102,-4.3066666666666835,0.4866666666666646,3.0290669107243247,0.07632789254313707
-6SQSDj8cYU_00,361,,-16,synthetic,0,vehicle,696.0,87.0,833.0,144.0,764.5,115.5,-7.199999999999932,1.0,1.0,7.269112738154432,3.0035866299322724,0.024804627644453348,0.30445823952514584,-0.02734880248362614,-4.788888888888891,0.5722222222222205,3.022666952745135,0.05636720114277116
-6SQSDj8cYU_00,362,,-16,synthetic,0,vehicle,691.0,89.0,826.0,146.0,758.5,117.5,-7.300000000000068,1.2000000000000028,1.0,7.397972695272739,2.9786661947394215,0.12885995711830756,0.10405532947385421,-0.024920435192850917,-5.1476190476190595,0.6619047619047608,3.013709734678785,0.027698824379378387
-6SQSDj8cYU_00,363,,-16,synthetic,0,vehicle,684.0,91.0,814.0,146.0,749.0,118.5,-8.399999999999977,0.6000000000000085,1.0,8.421401308570898,3.0702851888045015,1.023428613298159,0.8945686561798514,0.09161899406508002,-5.554166666666674,0.6541666666666668,3.0243533323098517,0.04796274391385236
-6SQSDj8cYU_00,364,,-16,synthetic,0,vehicle,676.0,91.0,813.0,150.0,744.5,120.5,-3.7749999999999773,0.7249999999999943,1.0,3.8439888137193923,2.9518500055580557,-4.577412494851506,-5.600841108149665,-0.11843518324644589,-5.356481481481485,0.6620370370370365,3.018620784025496,0.07832487083479228
-6SQSDj8cYU_00,366,,-16,synthetic,0,vehicle,661.0,92.0,800.0,148.0,730.5,120.0,-4.291666666666629,0.5416666666666714,2.0,2.16285722804091,3.016042916481265,-0.8405657928392412,1.8684233510061325,0.06419291092320956,-5.25,0.65,3.0184099914485167,0.09141569607824516
-6SQSDj8cYU_00,344,,-15,synthetic,0,vehicle,835.0,80.0,950.0,123.0,892.5,101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6SQSDj8cYU_00,345,,-15,synthetic,0,vehicle,826.0,80.0,944.0,125.0,885.0,102.5,-4.916666666666629,0.375,1.0,4.930946776341308,3.0654688503692653,0.0,0.0,0.0,-2.4583333333333144,0.1875,3.0654688503692653,0.0
-6SQSDj8cYU_00,347,,-15,synthetic,0,vehicle,810.0,82.0,928.0,128.0,869.0,105.0,-4.4500000000000455,0.7249999999999943,2.0,2.254336099608951,2.9800902681284276,-1.3383053383661785,0.0,-0.08537858224083773,-3.122222222222225,0.36666666666666475,3.02469039260455,0.028459527413612577
-6SQSDj8cYU_00,348,,-15,synthetic,0,vehicle,803.0,81.0,922.0,128.0,862.5,104.5,-9.0,1.1000000000000085,1.0,9.066973034039531,3.0199736303284457,6.81263693443058,8.150942272796758,0.039883362200018084,-4.591666666666669,0.5500000000000007,3.022378427346299,0.04175398148028527
-6SQSDj8cYU_00,349,,-15,synthetic,0,vehicle,795.0,82.0,915.0,132.0,855.0,107.0,-8.799999999999955,1.0,1.0,8.856635930193766,3.028441671999308,-0.21033710384576487,-7.022974038276345,0.008468041670862458,-5.433333333333326,0.6400000000000006,3.024341529868199,0.04457666203723942
-6SQSDj8cYU_00,350,,-15,synthetic,0,vehicle,788.0,82.0,907.0,132.0,847.5,107.0,-7.399999999999977,0.5999999999999943,1.0,7.424284477308211,3.060688554434563,-1.4323514528855554,-1.2220143490397906,0.03224688243525486,-5.761111111111101,0.6333333333333329,3.0320998227015665,0.026866095435378465
-6SQSDj8cYU_00,351,,-15,synthetic,0,vehicle,780.0,83.0,902.0,132.0,841.0,107.5,-7.7000000000000455,1.0,1.0,7.76466354712171,3.0124453634617736,0.3403790698134994,1.7727305226990548,-0.0482431909727894,-6.038095238095236,0.6857142857142853,3.028512453426144,0.02965270502630224
-6SQSDj8cYU_00,352,,-15,synthetic,0,vehicle,771.0,83.0,893.0,133.0,832.0,108.0,-7.5,0.5,1.0,7.516648189186454,3.0750244898139694,-0.2480153579352562,-0.5883944277487556,0.06257912635219576,-6.220833333333331,0.6624999999999996,3.0354955655609333,0.04768973325341334
-6SQSDj8cYU_00,353,,-15,synthetic,0,vehicle,762.0,83.0,886.0,136.0,824.0,109.5,-7.2999999999999545,1.1000000000000085,1.0,7.382411530116657,2.9920329137160877,-0.13423665906979743,0.11377869886545877,-0.08299157609788167,-6.340740740740734,0.7111111111111117,3.0299097917498936,0.0646046311409556
-6SQSDj8cYU_00,354,,-15,synthetic,0,vehicle,759.0,85.0,876.0,134.0,817.5,109.5,-30.5,15.5,1.0,34.21257078911201,2.6714091899430557,26.83015925899535,26.96439591806515,-0.3206237237730321,-8.75666666666666,2.1900000000000004,2.896524424856361,0.15539814207436983
-6SQSDj8cYU_00,355,,-15,synthetic,0,vehicle,748.0,86.0,874.0,139.0,811.0,112.5,-16.800000000000068,17.099999999999994,1.0,23.971858501167617,2.3473451636760894,-10.24071228794439,-37.07087154693974,-0.32406402626696634,-9.487878787878788,3.5454545454545454,2.7839775259101565,0.24255977537929338
-6SQSDj8cYU_00,356,,-15,synthetic,0,vehicle,518.0,91.0,859.0,279.0,688.5,185.0,-23.59999999999991,12.900000000000006,1.0,26.895538663503206,2.641355724429682,2.9236801623355895,13.16439245027998,0.29401056075359255,-10.663888888888883,4.325,2.756290042691611,0.312899436931197
-6SQSDj8cYU_00,357,,-15,synthetic,0,vehicle,639.0,88.0,857.0,299.0,748.0,193.5,-15.825000000000045,11.349999999999994,1.0,19.474422327761133,2.5194031610869088,-7.421116335742074,-10.344796498077663,-0.12195256334277318,-11.060897435897433,4.865384615384615,2.7271926031235445,0.24667571678777733
-6SQSDj8cYU_00,358,,-15,synthetic,0,vehicle,564.0,88.0,848.0,260.0,706.0,174.0,-24.20833333333337,17.916666666666657,1.0,30.117276557189292,2.5044555983355616,10.64285422942816,18.063970565170234,-0.014947562751347118,-12.0,5.797619047619047,2.6915279087679815,0.1436368956159043
-6SQSDj8cYU_00,320,,-14,synthetic,0,vehicle,1026.0,71.0,1055.0,104.0,1040.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6SQSDj8cYU_00,321,,-14,synthetic,0,vehicle,1018.0,67.0,1055.0,103.0,1036.5,85.0,-2.25,-0.0833333333333286,1.0,2.2515426810177157,-3.1045725377158653,0.0,0.0,0.0,-1.125,-0.0416666666666643,-3.1045725377158653,0.0
-6SQSDj8cYU_00,322,,-14,synthetic,0,vehicle,1010.0,63.0,1055.0,104.0,1032.5,83.5,-2.0499999999999545,-0.15000000000000568,1.0,2.0554804791094017,-3.0685520882866695,-0.19606220190831403,0.0,0.0360204494291958,-1.4333333333333182,-0.0777777777777781,-3.087382254115129,0.0120068164763986
-6SQSDj8cYU_00,323,,-14,synthetic,0,vehicle,1000.0,64.0,1055.0,106.0,1027.5,85.0,-3.900000000000091,-0.3999999999999915,1.0,3.9204591567826212,-3.039385935482544,1.8649786776732196,2.0610408795815336,0.02916615280412537,-2.0500000000000114,-0.15833333333333144,-3.0645099137133047,0.02172886741110706
-6SQSDj8cYU_00,324,,-14,synthetic,0,vehicle,993.0,62.0,1055.0,107.0,1024.0,84.5,-4.0,0.09999999999999432,1.0,4.001249804748511,3.1165978599708746,0.08079064796588975,-1.7841880297073298,-0.1272015117261678,-2.4400000000000093,-0.10666666666666628,-3.0979046227983917,0.06412937131982967
-6SQSDj8cYU_00,325,,-14,synthetic,0,vehicle,987.0,63.0,1055.0,108.0,1021.0,85.5,-4.7999999999999545,0.5,1.0,4.825971404805416,3.0378003131327493,0.8247216000569049,0.7439309520910151,-0.07879754683812526,-2.8333333333333335,-0.00555555555555524,-3.1396318717889216,0.07838840378947282
-6SQSDj8cYU_00,326,,-14,synthetic,0,vehicle,978.0,63.0,1055.0,108.0,1016.5,85.5,-4.5,0.7999999999999972,1.0,4.570557952810575,2.965653028137266,-0.25541345199484056,-1.0801350520517454,-0.07214728499548341,-3.0714285714285716,0.10952380952380938,3.1059488414689485,0.09271544785325882
